,title,description,web_url,category,origen,notes_ca,url_busqueda_ca,organization_parent_name_ca
394,Parcel·lari de la ciutat de Barcelona,,,,barcelona,"Informació de les parcel·les, edificacions, volumetria i numeració postal de la ciutat de Barcelona.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-parcelari,Territori
395,Mapa del Pla especial urbanístic d’allotjament turístics (PEUAT) de la ciutat de Barcelona,,,,barcelona,Mapa del Pla especial urbanístic d’allotjament turístics (PEUAT)  de la ciutat de Barcelona  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-peuat,Ciutat i serveis
396,Mapa del plànol de la ciutat de Barcelona,,,,barcelona,Servei que genera la cartografia del plànol de la ciutat que recobreix el territori del municipi de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-planol-ciutat-bcn-wms,Territori
397,Mapa de serveis públics de la ciutat de Barcelona,,,,barcelona,Servei WMS que genera la cartografia dels Serveis Públics que recobreix el territori del municipi de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-serveis-publics-wms,Territori
398,Mapa de toponímia de la ciutat de Barcelona,,,,barcelona,Servei WMS que genera la cartografia de la Toponímia que recobreix el territori del municipi de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-toponimia-wms,Territori
399,Mapa urbanístic de la ciutat de Barcelona,,,,barcelona,"Mapa urbanístic amb informació de zonificacions, qualificacions, àmbits de planejament urbanístic, gestió urbanística i catàleg de patrimoni arquitectònic protegit de la ciutat de Barcelona.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-urbanistic,Territori
400, Usos del sòl de la ciutat de Barcelona,,,,barcelona,Informació de zonificacions i qualificacions classificades segons els usos del sòl de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-usos-sol-wms,Territori
401,Mapa de vegetació de la ciutat de Barcelona,,,,barcelona,      Servei WMS que genera la cartografia de la Vegetació que recobreix el territori del municipi de Barcelona   ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-vegetacio-wms,Territori
402, Xarxa topogràfica municipal de la ciutat de Barcelona,,,,barcelona, Xarxa topogràfica que recobreix el territori de la ciutat de  Barcelona. Es tracta  dels vèrtex geodèsics  per recolzar els punts de triangulació dels aixecaments topogràfics. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-xarxa-topografica-municipal-wms,Territori
403,Mapes d'immissió de la qualitat de l'aire de la ciutat de Barcelona,,,,barcelona,"Els mapes d'immissió de la qualitat de l’aire proporcionen un conjunt d’informació detallada de la contaminació atmosfèrica a la qual està sotmesa la ciutat de Barcelona i permeten conèixer i avaluar globalment la presència dels diferents contaminants amb més incidència a la ciutat, a nivell de tram de carrer i seguint els criteris d’avaluació que s’estableixen a la Directiva 2008/50/CE, de 21 de maig de 2008, i als valors guia de l’Organització Mundial de la Salut (OMS).    Aquests mapes han estat realitzats conjuntament per l’Ajuntament de Barcelona i l’Agència de Salut Pública de Barcelona (ASPB). Les dades mostrades, actualitzades anualment, són les que també es poden consultar gràficament als __ [Mapes de dades ambientals](https://ajuntament.barcelona.cat/mapes-dades-ambientals/qualitataire/ca/)__.    Per a més informació sobre els mapes d'immissió de la qualitat de l'aire, consulta les  __ [FAQ](https://ajuntament.barcelona.cat/mapes-dades-ambientals/qualitataire/ca/faqs.html)__ dels Mapes de dades ambientals.  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapes-immissio-qualitat-aire,Ciutat i serveis
404,Contenidors de sal de la ciutat de Barcelona,,,,barcelona,Contenidors de sal de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mediambient-contenidorssal,Ciutat i serveis
405,Punts de recollida d'arbres de Nadal de la ciutat de Barcelona,,,,barcelona,Punts de recollida d'arbres de Nadal de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mediambient-puntsrecollidaarbresnadal,Ciutat i serveis
406,Punts de roba amiga de la ciutat de Barcelona,,,,barcelona,Punts de roba amiga de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mediambient-puntsrobaamiga,Ciutat i serveis
407,Punts verds de barri de la ciutat de Barcelona,,,,barcelona,Són instal·lacions mediambientals de dimensions més reduïdes i situades dins la trama urbana. Estan pensades per als residus domèstics de menor volum.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mediambient-puntsverdsbarri,Ciutat i serveis
408,Punts verds mòbils de la ciutat de Barcelona,,,,barcelona,"Són camions que acompleixen totes les funcions d'un punt verd. S'ubiquen en diferents llocs de la ciutat, en horaris fixos, per acostar-se als ciutadans.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mediambient-puntsverdsmobils,Ciutat i serveis
409,Punts verds col·laboradors de la ciutat de Barcelona,,,,barcelona,Llista dels punts verds col·laboradors de la ciutat de Barcelona. Aquestes instal.lacions serveixen per desfer-nos dels residus que no podem llençar als contenidors  habituals que trobem al carrer.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mediambient-puntverdcolaborador,Ciutat i serveis
410,Mercats i fires al carrer de la ciutat de Barcelona,,,,barcelona,Mercats i fires al carrer de la ciutat de Barcelona.  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mercats-fires-carrer,Economia i empresa
411,Mercats municipals de la ciutat de Barcelona,,,,barcelona,Mercats municipals de la ciutat de Barcelona.  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mercats-municipals,Economia i empresa
412,Mesures de les estacions meteorològiques de la ciutat de Barcelona,,,,barcelona,Detall de les mesures de les estacions meteorològiques de la ciutat de Barcelona.   Cada estació mostra la informació captada per els diferents  sensors.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mesures-estacions-meteorologiques,Ciutat i serveis
413,Estacions meteorològiques de la ciutat de Barcelona,,,,barcelona,"Estacions meteorològiques de la ciutat de Barcelona incorporades dins la Xarxa d'Estacions Meteorològiques Automàtiques (XEMA),  propietat del Servei Meteorològic de Catalunya.    Aquestes Estacions Meteorològiques Automàtiques (EMA) estan equipades amb sensors que aporten informació sobre diverses variables meteorològiques.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=metadades-estacions-meteorologiques,Ciutat i serveis
414,Llista de  metadades de les estacions meteorològiques de la ciutat de Barcelona,,,,barcelona,"LLista de  metadades de la Xarxa d’Estacions Meteorològiques Automàtiques (XEMA) de la ciutat de Barcelona, integrada a la Xarxa d’Equipaments Meteorològics de la Generalitat de Catalunya (Xemec), del Servei Meteorològic de Catalunya.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=metadades-variables-est-meteo,Ciutat i serveis
415,Modificacions de crèdit dels pressupostos liquidats de la ciutat de Barcelona,,,,barcelona,Base de dades de les modificacions de crèdit dels pressupostos liquidats d’anys anteriors a l’exercici actual.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=modificacions-credit-pressupost,Administració
416,Modificacions de contractes adjudicats per l'Ajuntament de Barcelona,,,,barcelona,Modificacions de contractes adjudicats per l'Ajuntament de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=modificacions-de-contractes,Administració
417,Nombre total d'edificis de la ciutat de Barcelona amb habitatges i nombre d'immobles a l'edifici,,,,barcelona,Nombre total d'edificis amb habitatges i nombre d'immobles a l'edifici. Dades del Cens d'Edificis 2011,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-n-immo-edif,Territori
418,Nombre d'edificis de la ciutat de Barcelona destinats principalment a habitatges segons any de construcció,,,,barcelona,Nombre d'edificis destinats principalment a habitatges segons any de construcció . Dades del Cens d'Edificis 2011,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-segons-any-construc,Territori
419,Nombre d'edificis de la ciutat de Barcelona destinats principalment a habitatges segons estat de conservació de l'edifici,,,,barcelona,Nombre d'edificis destinats principalment a habitatges segons estat de conservació de l'edifici . Dades del Cens d'Edificis 2011,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-segons-estat-cons-edifici,Territori
420,Nombre d'edificis de la ciutat de Barcelona destinats principalment a habitatges segons instal.lacions,,,,barcelona,Nombre d'edificis destinats principalment a habitatges segons instal.lacions . Dades del Cens d'Edificis 2011,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-segons-instal,Territori
421,Nombre total d'edificis de la ciutat de Barcelona amb habitatges segons nombre d'immobles,,,,barcelona,Nombre total d'edificis amb habitatges segons nombre d'immobles. Dades del Cens d'Edificis 2011,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-segons-n-immo,Territori
422,Nombre d'edificis de la ciutat de Barcelona destinats principalment a habitatges segons  nombre de places de garatge,,,,barcelona,Nombre d'edificis destinats principalment a habitatges segons  nombre de places de garatge . Dades del Cens d'Edificis 2011,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-segons-n-places-gar,Territori
423,Nombre d'edificis de la ciutat de Barcelona destinats principalment a habitatges segons nombre de plantes sobre rasant,,,,barcelona,Nombre d'edificis destinats principalment a habitatges segons nombre de plantes sobre rasant . Dades del Cens d'Edificis 2011,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-segons-n-plantes-sobre-rasant,Territori
424,Nombre d'edificis de la ciutat de Barcelona destinats principalment a habitatges segons nombre de plantes sota rasant,,,,barcelona,Nombre d'edificis destinats principalment a habitatges segons nombre de plantes sota rasant . Dades del Cens d'Edificis 2011,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-segons-n-plantes-sota-rasant,Territori
425,Nombre d'edificis de la ciutat de Barcelona destinats principalment a habitatges segons nombre d'immobles,,,,barcelona,Nombre d'edificis destinats principalment a habitatges segons nombre d'immobles . Dades del Cens d'Edificis 2011,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-segons-nombre-immo,Territori
426,Nombre total d'edificis de la ciutat de Barcelona amb habitatges segons nombre de plantes,,,,barcelona,Nombre total d'edificis amb habitatges segons nombre de plantes . Dades del Cens d'Edificis 2011,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-segons-nombre-plantes,Territori
427,Nombre total d'edificis de la ciutat de Barcelona amb habitatges segons nombre de plantes sobre rasant,,,,barcelona,Nombre total d'edificis amb habitatges segons nombre de plantes sobre rasant . Dades del Cens d'Edificis 2011,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-segons-nombre-plantes-sobre-rasant,Territori
428,Nombre total d'edificis de la ciutat de Barcelona amb habitatges segons nombre de plantes sota rasant,,,,barcelona,Nombre total d'edificis amb habitatges segons nombre de plantes sobre rasant . Dades del Cens d'Edificis 2011,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-segons-nombre-plantes-sota-rasant,Territori
429,Nombre total d'edificis de la ciutat de Barcelona amb habitatges segons tipus d'edifici,,,,barcelona,Nombre total d'edificis amb habitatges segons tipus d'edifici. Dades del Cens d'Edificis 2011,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-tipus-edif,Territori
430,Nomenclàtor de la ciutat de Barcelona,,,,barcelona,Nomenclàtor de les vies públiques  de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=nomenclator-bcn,Territori
431,Dipòsits municipals de vehicles de la ciutat de Barcelona,,,,barcelona,Dipòsits municipals de vehicles de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-asia-dipositsvehicles-bcn,Territori
432,Circuits per caminar o córrer a la ciutat de Barcelona,,,,barcelona,Circuits per caminar o córrer a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-circuits-caminar-correr,Ciutat i serveis
433,Esculleres a la ciutat de Barcelona,,,,barcelona,Esculleres a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-esculleres,Territori
434,Espais per fer gimnàstica a la ciutat de Barcelona,,,,barcelona,Espais per fer gimnàstica a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-espais-gimnastica,Ciutat i serveis
435,Jardins botànics a la ciutat de Barcelona,,,,barcelona,Jardins botànics a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-jardins-botanics,Ciutat i serveis
436,Jardins interiors d'illa a la ciutat de Barcelona,,,,barcelona,Jardins interiors d'illa a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-jardins-interiors-illa,Ciutat i serveis
437,Molls a la ciutat de Barcelona,,,,barcelona,Molls a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-molls,Territori
438,Dipòsits d'aigües pluvials a la ciutat de Barcelona,,,,barcelona,Dipòsits d'aigües pluvials a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-nasia-diposits-aigues-pluvials,Territori
439,Fossars a la ciutat de Barcelona,,,,barcelona,Fossars a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-nasia-fossars,Ciutat i serveis
440,Miradors a la ciutat de Barcelona,,,,barcelona,Miradors a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-nasia-miradors,Ciutat i serveis
441,Piscines descobertes i cobertes a la ciutat de Barcelona,,,,barcelona,Piscines descobertes i cobertes a la ciutat de Barcelona  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-piscines,Ciutat i serveis
442,Plantes depuradores a la ciutat de Barcelona,,,,barcelona,Plantes depuradores a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-plantes-depuradores,Territori
443,Platges a la ciutat de Barcelona,,,,barcelona,Platges a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-platges,Territori
444,Punt BCN. Quioscs de tràmits de la ciutat de Barcelona,,,,barcelona,Punt BCN. Quioscs de tràmits de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-quioscs-tramits,Administració
445,Umbracles a la ciutat de Barcelona,,,,barcelona,Umbracles a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=np-umbracles,Territori
446,Obres a l'espai públic de la ciutat de Barcelona,,,,barcelona,"Obres que es desenvolupen a l'espai públic urbà de Barcelona i que hi tenen impacte. Cada obra està georeferenciada i disposa de fitxa pròpia amb la informació sobre l'obra: tipologia, durada, afectacions.     ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=obres,Territori
447,Oferta pública de l'Ajuntament de Barcelona,,,,barcelona,"Processos selectius de personal de nou ingrés a l'Ajuntament de Barcelona i les entitats municipals adherides al seu sistema de selecció de personal, amb informació de les places vacants en cada moment, els requisits i els terminis per participar en els processos de selecció, i el desenvolupament dels processos.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=oferta-publica,Administració
448,Ordenances municipals de la ciutat de Barcelona,,,,barcelona,Ordenances municipals i altres normatives vigents de l’Ajuntament de Barcelona ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ordenances-municipals,Administració
449,Pressupostos consolidats de la ciutat de Barcelona inicials segons LGEP i LOEPSF,,,,barcelona,Pressupostos inicials consolidats segons el perímetre de la normativa en estabilitat pressupostària (LGEP i LOEPSF).,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=p-cons-inicials-segons-lgep-loepsf,Administració
450,Parades de taxi de la ciutat de Barcelona,,,,barcelona,Parades de taxi de la ciutat de Barcelona. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=parades-de-taxi,Ciutat i serveis
451,Patis escolars oberts al públic de la ciutat de Barcelona,,,,barcelona,Patis escolars oberts al públic de la ciutat de Barcelona. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=patis-escolars,Ciutat i serveis
452,Catàleg del patrimoni arquitectònic protegit de la ciutat de Barcelona,,,,barcelona,Catàleg de patrimoni protegit que cobreix el territori del municipi de Barcelona  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=patrimoni-arquitectonic-protegit,Territori
453,Perfil del contractant de l'Ajuntament de Barcelona,,,,barcelona,"Relació dels anuncis de contractació pública (licitacions, adjudicacions, formalitzacions...) de l'Ajuntament de Barcelona i del seu Grup Municipal.      ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=perfil-contractant,Administració
454,Dades de la plantilla municipal de la ciutat de Barcelona (Ajuntament i entitats municipals),,,,barcelona,"Dades de la plantilla de l'Ajuntament de Barcelona i de les seves entitats municipals: nombre d'empleats, gènere, tipus de vinculació laboral i la seva classificació. Es comptabilitzen només els llocs ocupats; no es tenen en compte possibles vacants pendents de cobrir.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=plantilla-municipal,Administració
455,Població exposada als nivells de soroll del Mapa Estratègic de Soroll de la ciutat de Barcelona,,,,barcelona,"Les dades de població exposada determinen els percentatges de població que està exposada als diferents rangs de soroll, segons la tipologia de la font i la franja horària. Les dades estan disponibles a nivell de ciutat, districte i barri.    Un Mapa Estratègic de Soroll (MES) és un conjunt de mapes que serveixen per avaluar globalment l’exposició de la població al soroll produït per diferents fonts de soroll en una zona determinada, i també són la base per a l’elaboració de plans d’acció. S’elaboren cada 5 anys i s’utilitzen com a eina de gestió per a la millora i recuperació de la qualitat acústica on sigui necessari i per a protegir la bona qualitat acústica en entorns tranquils.    Aquesta informació es pot consultar gràficament als __ [Mapes de dades ambientals](https://ajuntament.barcelona.cat/mapes-dades-ambientals/soroll/ca/)__. Es poden consultar també els altres datasets disponibles del __[Mapa Estratègic de Soroll](https://opendata-ajuntament.barcelona.cat/data/ca/dataset?tags=Mapa+estratègic+soroll)__.    Per a més informació sobre el Mapa Estratègic de Soroll, consulta les  __ [FAQ](https://ajuntament.barcelona.cat/mapes-dades-ambientals/soroll/ca/faqs.html)__ dels Mapes de dades ambientals.  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=poblacio-exposada-mapa-estrategic-soroll,Ciutat i serveis
456,Precipitacions acumulades mensuals de la ciutat de Barcelona des de 1786,,,,barcelona,Precipitacions acumulades mensuals de la ciutat de Barcelona des de 1786. La precipitació es proporciona en mil·límetres (mm).,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=precipitacio-hist-bcn,Ciutat i serveis
457,Predicció meteorològica del Barcelonès,,,,barcelona,"El Servei Meteorològic de Catalunya actualitza cada dia a les 15 hores la predicció de la comarca. La informació conté el símbol del temps pel matí i per la tarda, la temperatura màxima i mínima, per a demà i demà passat.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=prediccio-meteorologica-del-barcelones,Ciutat i serveis
458,Base de dades del pressupost de la ciutat de Barcelona. Despeses,,,,barcelona,Base de dades de les despeses del pressupost mostrats al màxim nivell per partida.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=pressupost-despeses,Administració
459,Base de dades del pressupost de la ciutat de Barcelona. Ingressos,,,,barcelona,Base de dades dels ingressos del pressupost mostrats al màxim nivell per partida.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=pressupost-ingressos,Administració
460,Pròrrogues de contractes adjudicats per l'Ajuntament de la ciutat de Barcelona,,,,barcelona,Pròrrogues de contractes adjudicats per l'Ajuntament de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=prorrogues-de-contractes,Administració
461,Provisió i promoció de personal de l'Ajuntament de Barcelona,,,,barcelona,"Convocatòries de provisió i promoció de personal reservades a personal funcionari de carrera, o laboral fix, a l'Ajuntament de Barcelona i les entitats municipals adherides al seu sistema de selecció de personal.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=provisio-promocio,Administració
462,Punts d'ancoratge de bicicletes de la ciutat de Barcelona,,,,barcelona,Punts d'ancoratge de bicicletes de la ciutat de Barcelona. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=punts-ancoratge-bicicletes,Ciutat i serveis
463,Estat dels punts crítics en neteja de la ciutat de Barcelona,,,,barcelona,"Llistat i estat dels punts crítics de la ciutat de Barcelona en referència a problemàtiques de neteja. Les dades s'obtenen en el marc de la Campanya per la millora de la neteja de la ciutat de Barcelona realitzada des de febrer de 2017. Dades dividides en diversos arxius: del febrer 2017 a l' agost 2017, del setembre 2017 al gener 2018 i a partir de gener de 2018. Les coordenades s'expressen en el sistema geogràfic (longitud i latitud). El febrer de 2019 es canvia la metodologia i es comença a mesurar l'estat dels espais prioritaris en neteja de la ciutat de Barcelona (__[enllaç](https://opendata-ajuntament.barcelona.cat/data/ca/dataset/espais-prioritaris-neteja-barcelona)__).",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=punts-critics-neteja-barcelona,Ciutat i serveis
464,Punts d'interès turístic de la ciutat de Barcelona,,,,barcelona,Detall dels principals punts d'interès turístic més singulars de la ciutat de Barcelona.  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=punts-informacio-turistica,Ciutat i serveis
465,Estacions de recàrrega de vehicle elèctric a la ciutat de Barcelona,,,,barcelona,Estacions de recàrrega de vehicle elèctric a la ciutat de Barcelona. Manteniment assegurat només dels punts de recàrrega de propietat pública. Es proporciona informació referent a l'estat del servei.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=punts-recarrega-vehicles-electrics,Ciutat i serveis
466,Punts verds de la ciutat de Barcelona,,,,barcelona,Llista dels punts verds  de la ciutat de Barcelona. Aquestes instal·lacions serveixen per desfer-nos dels residus que no es poden llençar als contenidors  habituals que trobem al carrer.          ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=punts-verds,Ciutat i serveis
467,Punts wifi de la ciutat de Barcelona,,,,barcelona,Punts d’accés wifi ubicats en diversos equipaments municipals i punts de la via pública de la ciutat de Barcelona. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=punts-wifi,Economia i empresa
468,Qualificacions i altres elements urbanístics de la ciutat de Barcelona,,,,barcelona,"Servei WMS que genera la cartografia de les qualificacions i altres elements urbanístics (ordenació volumètrica, alineació de substitució i elements auxiliars) que cobreix el territori del municipi de Barcelona.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=qualificacions-elements-urbanistics,Territori
469,Dades de les estacions de mesura de la qualitat de l'aire de la ciutat de Barcelona,,,,barcelona,Es mostren dades dels contaminants mesurats a les estacions de la ciutat de Barcelona.    L'actualització es realitza en intervals d'una hora indicant si el valor està o no validat i també es mostren les dades dels tres dies anteriors a l'actual. Tanmateix es publiquen històrics amb periodicitat mensual.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=qualitat-aire-detall-bcn,Ciutat i serveis
470,Estacions de mesura de la qualitat de l'aire de la ciutat de Barcelona,,,,barcelona,Llista de les estacions de mesura de la qualitat de l'aire de la ciutat de Barcelona. Es detallen les característiques principals de cada una d'elles.    Les dades dels contaminants mesurats a les estacions estan disponibles al dataset de la __ [Qualitat de l'aire de la ciutat de Barcelona](https://opendata-ajuntament.barcelona.cat/data/ca/dataset/qualitat-aire-detall-bcn)__.  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=qualitat-aire-estacions-bcn,Ciutat i serveis
471,"Registre de convenis vigents subscrits per l'Ajuntament de Barcelona, els organismes autònoms, les entitats públiques empresarials i les societats mercantils",,,,barcelona,"Registre dels convenis vigents que ha signat l'Ajuntament de Barcelona, els organismes autònoms, les entitats públiques empresarials i les societats mercantils.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=registre-de-convenis,Administració
472,Registre públic d'estudis i informes de la ciutat de Barcelona,,,,barcelona,"Registre públic de l'Ajuntament de Barcelona en format electrònic de tots els informes i estudis encarregats donant compliment a un acord de tots els grups per afavorir la transparència.  Els fitxers corresponents a l’any en curs i anterior a aquest  estan en període de consultes , podent  estar subjectes a canvis.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=registre-estudis-i-informes,Administració
473,Relació de contractistes de l'Ajuntament de Barcelona i entitats municipals,,,,barcelona,"Relació de les persones i empreses adjudicatàries de contractes amb l'Ajuntament de Barcelona i les entitats municipals, indicant, per a cada contractista, el seu CIF i l'import total dels contractes que ha signat amb cadascuna de les entitats. Les dades del 2012 i 2013 recullen els adjudicataris principals, per import, de l'Ajuntament i les entitats municipals integrades al seu prefil del contractant; a partir de 2014 es recullen tots els contractistes de l'Ajuntament.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=relacio-contractistes,Administració
474,Renda  disponible de les llars de la ciutat de Barcelona per càpita,,,,barcelona,Renda disponible de les llars de la ciutat de Barcelona per càpita,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=renda-disponible-llars-bcn,Població
475,Renda tributària mitjana per persona de la ciutat de Barcelona,,,,barcelona,Renda tributària mitjana per persona de la ciutat de Barcelona en base al projecte experimental   [__Atles de distribució de la renda de les llars__](https://inespain.maps.arcgis.com/apps/MinimalGallery/index.html?appid=c8b41b2c471845afbc8f8eb20c54382e#) de l'Institut Nacional d'Estadística (INE).  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=renda-tributaria-per-persona-atlas-distribucio,Població
476,Renda tributària mitjana per llar de la ciutat de Barcelona,,,,barcelona,Renda tributària mitjana per llar de la ciutat de Barcelona en base al projecte experimental   [__Atles de distribució de la renda de les llars__](https://inespain.maps.arcgis.com/apps/MinimalGallery/index.html?appid=c8b41b2c471845afbc8f8eb20c54382e#) de l'Institut Nacional d'Estadística (INE).  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=renda-tributaria-unitat-consum-atlas-distribucio,Població
477,Resum trimestral de la contractació a l'Ajuntament de Barcelona i entitats municipals,,,,barcelona,"Resums, per trimestre i tipus de contracte, de tots els contractes formalitzats per l'Ajuntament de Barcelona i les seves entitats municipals. S'hi recullen el nombre de contractes i el seu import d'adjudicació global",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=resums-trimestrals-contractacio,Administració
478,Ronda Verda de la ciutat de Barcelona,,,,barcelona,Ronda Verda de la ciutat de Barcelona. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ronda-verda,Ciutat i serveis
479,Farmàcies de la ciutat de Barcelona,,,,barcelona,Informació de les farmàcies de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=sanitat-farmacies,Població
480,Hospitals i serveis d'atenció primària de la ciutat de Barcelona,,,,barcelona,Llista d'hospitals i Centres d'Atenció Primària de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=sanitat-hospitals-atencio-primaria,Població
481,Centres de planificació familiar de la ciutat de Barcelona,,,,barcelona,Informació de serveis sanitaris de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=sanitat-serveis-sanitaris,Població
